location,month,day,year,num,sex,TL,JAWPROJ,ROSTBH,ROSTJAW,ROSTEYE,ROSTFLIP,EYEEAR,NOTCHTOFIN,WFLUKES,NOTCHANUS,NOTCHUMBIL,NOTCHGROOVE,ANUSREPRO,HDORS,BDORS,FLIPAXIL,FLIPTIP,LFLIP,WFLIP,LHEAD,WSKULL,LSKULL,FLIPHUMER,TAILDEPTH,ROSTAXIL
south georgia,1,15,1927,1377,m,20.2,,,,,,,,,,,,,,,,,,,,,,,,
south georgia,1,15,1927,1381,f,23.35,,,,,,,,,,,,,,,,,,,,,,,,
south georgia,1,17,1927,1391,m,21.05,,,,,,,,,,,,,,,,,,,,,,,,
south georgia,1,18,1927,1392,m,19.6,,,,,,,,,,,,,,,,,,,,,,,,
south georgia,1,18,1927,1393,m,20.05,,,,,,,,,,,,,,,,,,,,,,,,
south georgia,1,18,1927,1394,f,20.6,,,,,,,,,,,,,,,,,,,,,,,,
south georgia,1,19,1927,1398,m,19.3,,,,,,,,,,,,,,,,,,,,,,,,
south georgia,1,19,1927,1399,f,21.1,,,,,,,,,,,,,,,,,,,,,,,,
south georgia,1,19,1927,1400,f,21.8,,,,,,,,,,,,,,,,,,,,,,,,
south georgia,1,19,1927,1401,f,22,,,,,,,,,,,,,,,,,,,,,,,,
south georgia,1,21,1927,1404,f,21.4,,,,,,,,,,,,,,,,,,,,,,,,
south georgia,1,22,1927,1413,f,20.4,,,,,,,,,,,,,,,,,,,,,,,,
south georgia,1,22,1927,1414,f,21.1,,,,,,,,,,,,,,,,,,,,,,,,
south georgia,1,22,1927,1415,m,17.4,,,,,,,,,,,,,,,,,,,,,,,,
south georgia,1,22,1927,1416,f,22.05,,,,,,,,,,,,,,,,,,,,,,,,
south georgia,1,26,1927,1433,f,17.3,,,,,,,,,,,,,,,,,,,,,,,,
south georgia,1,27,1927,1435,m,19.6,,,,,,,,,,,,,,,,,,,,,,,,
south georgia,1,30,1927,1451,m,18.3,,,,,,,,,,,,,,,,,,,,,,,,
south georgia,1,30,1927,1452,f,21.8,,,,,,,,,,,,,,,,,,,,,,,,
south georgia,2,7,1927,1456,f,19.5,,,,,,,,,,,,,,,,,,,,,,,,
south georgia,2,14,1927,1469,m,16,,,,,,,,,,,,,,,,,,,,,,,,
south georgia,2,15,1927,1474,m,21.3,,,,4.3,,,,,6,,,,,,,,,,,,,,,
south georgia,2,15,1927,1475,f,22.8,,,,4.87,,,,,6.4,,,,,,,,,,,,,,,
south georgia,2,17,1927,1476,m,17,,,,3.42,,,,,4.97,,,,,,,,,,,,,,,
south georgia,2,21,1927,1485,f,23.4,,,,5.27,,,,,6.58,,,,,,,,,,,,,,,
south georgia,2,22,1927,1487,m,19.4,,,,3.15,6.4,0.95,4.8,,5.4,8.7,,1.45,0.5,,1.6,,,0.55,4.8,2.15,,,1.95,
south georgia,2,22,1927,1488,m,21.7,,,,4.55,,1.08,5,,5.95,9.5,,1.55,0.45,,,,,,5.5,2.45,,,,
south georgia,2,22,1927,1489,m,19.8,,,,3.5,,0.9,4.75,,5.55,8.9,,1.45,0.45,,1.51,,,0.58,5,2.1,,,,6.55
south georgia,2,22,1927,1490,f,22.4,,,,4.65,,1.05,5.5,,6.25,10,,0.7,0.5,,1.65,,,0.55,5.7,2.4,,,,7.45
south georgia,2,24,1927,1498,f,20.5,,,,4.4,,0.95,4.95,,5.9,9.5,,0.65,0.57,,,,,,5.35,2.35,,,2,6.8
south georgia,2,24,1927,1500,m,20,,,,4.45,,1.03,4.7,,5.7,9.25,,1.3,0.53,,1.6,2.1,,0.47,,,,,,7
south georgia,2,24,1927,1501,f,17.6,,,,3.35,,0.81,4.9,,5.1,8.15,,0.5,,,1.36,2.08,,0.5,4.15,1.9,,,,5.45
south georgia,2,25,1927,1502,f,21.2,,,,4.58,,1.08,,,5.95,9.75,,,,,,,,,5.5,2.29,,,,7.2
south georgia,2,25,1927,1505,f,22.1,,,,4.94,,1.1,,,6.4,9.6,,,,,,,,,,,,,,7.6
south georgia,2,25,1927,1506,f,18.3,,,,3.7,,0.94,4.6,,5.25,8.35,,0.42,,,,,,,,,,,,5.9
south georgia,2,26,1927,1510,m,20.3,,,,4.25,,0.9,4.83,,5.3,8.69,,1,0.46,,1.75,2.3,,0.6,5.15,2.27,,,2,6.75
south georgia,2,26,1927,1511,m,17.1,,,,3.67,,0.85,4.2,,4.7,7.7,,,0.52,,1.5,1.97,,0.45,4.57,1.98,,,,5.85
south georgia,2,27,1927,1513,f,20.4,,,,4.2,,,5.13,,5.72,9.25,,,0.46,,1.67,2.33,,0.6,5,2.36,,,,6.5
south georgia,2,27,1927,1515,f,17.55,,,,3.72,,0.88,4.53,,5.2,8.05,,,0.53,,1.6,1.92,,0.46,4.5,1.98,,,1.65,5.9
south georgia,2,27,1927,1516,f,22.85,,,,4.95,,1.2,5.15,,6.3,10.2,,,0.51,,2.08,2.48,,0.64,5.95,2.55,,,,7.4
south georgia,2,27,1927,1519,f,14.1,,,,2.36,,0.67,3.95,0.73,4.52,6.9,,0.44,0.33,,1.17,1.67,,0.37,,,,,1.47,4.07
south georgia,2,28,1927,1521,f,20.8,,,,4.3,,,5.05,,6.1,9.3,,0.6,0.5,,1.75,2.3,,0.55,5.15,2.3,,,,5.8
south georgia,2,28,1927,1522,f,15.85,,,,2.85,,0.8,4.15,,4.8,7.7,,0.6,0.43,,1.25,1.67,,0.42,3.6,1.7,,,,4.5
south georgia,3,1,1927,1527,f,20.1,,,,4.33,,1.05,4.9,,5.55,8.95,,,0.42,,1.8,2.35,,0.58,5.18,2.3,,,,6.65
south georgia,3,1,1927,1528,m,18.5,,,,3.8,,0.88,4.55,,5.2,8.4,,,0.48,,1.53,,,,,,,,1.77,6
south georgia,3,3,1927,1529,m,21,,4,,4.5,,0.98,,,5.95,9.45,,,,,1.78,2.53,,0.63,,,,,,7.15
south georgia,3,3,1927,1531,f,19.4,,,,3.95,,0.88,4.8,,5.25,8.4,,,0.4,,1.54,2.24,,0.53,,,,,1.93,6.2
south georgia,3,3,1927,1536,m,17.65,,,,3.62,,0.83,4.45,,5,8.1,,,0.46,,1.28,1.8,,0.46,4.39,1.89,,,,5.75
south georgia,3,3,1927,1537,f,21.5,,,,4.58,,1.05,5.2,,5.65,9.3,,,0.51,,,,,,,,,,,7.35
south georgia,3,4,1927,1539,m,17.3,,,,3.63,,0.91,4.2,,5.1,7.9,,1.25,0.4,,1.3,1.93,,0.47,4.45,2,,,,5.75
south georgia,3,4,1927,1540,f,18.8,,,,3.8,,0.9,4.9,,5.6,8.8,,0.4,0.4,,,,,,,,,,,6.05
south georgia,3,4,1927,1541,f,18.4,,3.5,,4.1,,,,,5.4,8.75,,0.5,,,,,,,,,,,,6.65
south georgia,3,4,1927,1542,m,19.1,,,,4.05,,0.9,4.45,,5.2,8.4,,1.45,0.45,,1.7,,,0.5,4.95,2.2,,,,6.4
south georgia,3,4,1927,1543,m,20.1,,,,4.59,,1.03,,,5.55,9.85,,1.35,,,,,,,5.5,2.55,,,,7.3
south georgia,3,4,1927,1544,m,20.1,,,,4.23,,,,,5.5,9,,1.05,0.48,,1.78,,,0.58,5.5,2.35,,,,6.85
south georgia,3,4,1927,1545,m,18.85,,,,3.9,,,4.2,,5.15,8.3,,1.35,0.42,,1.56,2.25,,0.52,4.7,2.2,,,,6.3
south georgia,3,4,1927,1546,m,18.2,,,,3.9,,,4.35,,5.1,8.4,,1.55,0.45,,1.55,2.05,,0.55,4.5,2.1,,,,6
south georgia,3,4,1927,1548,m,19.7,,,,3.8,,0.87,4.6,,5.5,8.8,,1.3,0.43,,1.45,1.97,,0.52,4.67,2.1,,,,6.25
south georgia,3,5,1927,1552,f,21.5,,,,4.3,,1,5.55,,6.5,9.95,,0.6,0.55,,1.75,2.02,,0.58,,,,,,7.1
south georgia,3,5,1927,1553,m,18.3,,,,3.75,,0.86,4.65,,5.1,8.38,,,0.43,,1.49,2.2,,,,,,,,5.9
south georgia,3,5,1927,1554,m,20.78,,,,4.3,,0.98,4.85,,5.8,9.4,,,0.53,,1.58,,,,,,,,,7
south georgia,3,16,1927,1580,m,20.09,,,,4.47,,1.48,,,5.1,8.55,,1,,,1.95,,,0.59,5.45,2.6,,,,6.95
south georgia,3,20,1927,1585,m,20.8,,,,4.45,,,,,5.45,8.5,,1.15,,,1.8,,,0.55,5.2,2.05,,,,7
south georgia,3,20,1927,1587,f,20.8,,,,4.65,,1.03,4.35,,6.1,9.8,,0.5,,,1.9,,,0.62,5.6,2.6,,,,7.7
south georgia,3,20,1927,1589,m,15.3,,,,3.5,,0.74,4.8,,4.6,7.2,,1.1,0.37,,1.25,,,0.45,3.85,1.7,,,1.45,4.56
south georgia,3,20,1927,1590,f,15.1,,,,2.55,,0.75,3.9,,4.6,7.4,,0.45,0.32,,1.24,,,0.41,3.3,1.7,,,,4.45
south georgia,3,21,1927,1591,m,15.9,,,,,,,,,4.61,,,0.74,,,,,,,3.5,1.6,,,,
south georgia,3,21,1927,1592,m,15,,,,2.75,,0.71,3.9,,4.4,7.3,,1.3,0.28,,1.02,,,0.37,3.65,1.8,,,1.65,4.7
south georgia,3,21,1927,1594,f,21.05,,,,4.38,,1.33,5.28,,6.05,9.55,,0.75,0.55,,1.63,,,0.55,,,,,,6.55
south georgia,3,23,1927,1595,f,18.9,,,,3.98,,0.88,,,5.58,8.95,,0.52,,,1.63,,,0.51,4.78,1.9,,,,6.2
south georgia,3,23,1927,1596,m,21.2,,,,4.2,,0.97,5.15,,5.95,9.3,,1.45,0.56,,,,,,,,,,,7.45
south georgia,3,24,1927,1597,f,20.9,,,,4.23,,0.95,,,6.2,9.8,,0.6,0.49,,1.74,,,0.53,5.1,2.25,,,,6.9
south georgia,3,24,1927,1598,f,21.05,,,,4.5,,1.03,5.1,,5.7,9.4,,0.75,0.5,,1.96,,,0.62,5.65,2.25,,,2.05,7.05
south georgia,3,29,1927,1603,f,15.8,,,,2.93,,,,,4.8,7.55,,0.38,,,1.13,,,0.41,3.65,1.71,,,,4.86
south georgia,4,5,1927,1626,f,20.9,,,,4.35,,1,4.25,,5.9,9.6,,0.7,0.4,,1.59,,,0.54,5.32,2.32,,,,6.45
south georgia,4,6,1927,1627,m,19.5,,,,4.03,,,,,5.6,9.1,,1.15,,,1.46,,,0.62,4.9,2.14,,,,6.35
south georgia,4,6,1927,1628,f,20.95,,,,4.35,,1,6.1,,5.85,9.5,,0.62,0.38,,1.73,,,0.6,5.52,2.24,,,,7
south georgia,4,6,1927,1629,m,19.7,,,,4.38,,0.96,4.65,,5.5,8.5,,1.3,0.46,,1.55,,,,,,,,,6.7
south georgia,4,9,1927,1641,m,19.9,,,,4.2,,1,,,5.25,9,,1.25,,,1.75,,,0.53,5.25,2.2,,,,6.75
south georgia,4,12,1927,1643,m,20.8,,,,4.36,,0.97,5.1,,5.8,9.36,,1.45,0.53,,1.78,,,0.58,5.32,2.11,,,,6.95
south georgia,4,12,1927,1645,f,22.9,,,,5.08,,1.1,5.55,,6.2,10.6,,0.6,,,1.91,,,,6.03,2.5,,,,7.6
south georgia,4,12,1927,1646,m,21.2,,,,4.65,,,4.95,,5.65,9.4,,1.5,,,,,,,5.67,2.15,,,,
south georgia,4,12,1927,1647,f,18.9,,,,3.78,,0.79,,,5.9,8.8,,0.35,,,1.58,,,0.52,4.5,1.85,,,,
south georgia,4,13,1927,1650,f,19.25,,,,4.2,,0.85,4.55,,5.35,8.55,,0.45,0.47,,,,,0.55,5.1,2.15,,,,6.4
south georgia,4,13,1927,1651,m,21.19,,,,4.4,,1.05,,,5.8,9.6,,1.45,0.5,,,,,,,,,,,6.95
south georgia,4,13,1927,1652,m,20.9,,,,4.5,,1.2,,,5.5,9,,1,,,1.84,,,0.59,5.5,2.3,,,,7.35
south georgia,4,13,1927,1653,f,21.15,,,,4.25,,1,5.6,,6.2,9.9,,0.65,0.55,,1.9,,,0.59,,,,,,7
south georgia,4,13,1927,1654,m,21.1,,,,4.45,,1.06,5.05,,5.7,9.35,,1.35,,,1.84,,,0.58,5.4,2.35,,,,7.15
south georgia,4,13,1927,1655,m,19.8,,,,4.05,,0.93,4.7,,5.4,8.75,,1.4,0.4,,1.64,,,0.54,4.85,2.15,,,,6.5
south georgia,4,19,1927,1660,m,20.3,,,,4.2,,1.1,4.5,,5.75,9.2,,1.45,0.5,,1.7,,,0.59,5,2.55,,,,6.8
south georgia,4,19,1927,1662,m,15.55,,,,2.8,,0.75,4.1,,4.8,7.6,,1.2,0.35,,1.2,,,0.47,3.4,1.7,,,,4.7
south georgia,4,20,1927,1663,m,20.3,,,,4.53,,0.95,4.85,,5.7,9.15,,1.4,0.56,,1.9,,,,5.47,2.04,,,,6.9
south georgia,4,20,1927,1664,f,22.7,,,,5,,,5.2,,5.95,9.7,,0.58,0.51,,,,,,,,,,,7.85
south georgia,4,20,1927,1665,f,19.1,,,,4.1,,0.97,,,5.45,8.7,,0.55,0.37,,,,,,,,,,,6.2
south georgia,4,20,1927,1666,m,19.2,,,,4.1,,0.92,4.9,,5.45,8.6,,1.45,0.39,,1.57,,,,,,,,,6.25
south georgia,4,22,1927,1668,m,14.7,,,,2.8,,0.77,3.63,,4.4,7.05,,0.8,0.4,,1.22,,,0.42,3.45,1.2,,,,4.7
south georgia,4,22,1927,1669,m,16.5,,,,3.5,,0.79,3.86,,4.5,7.4,,1.4,0.52,,1.5,,,0.45,4.28,1.84,,,,5.4
south georgia,4,22,1927,1670,f,16.5,,,,3.22,,,,,5,7.95,,0.3,,,1.33,,,0.46,3.95,1.75,,,,5.25
south georgia,4,23,1927,1674,m,18.6,,,,3.8,,0.85,4.2,,5.3,8.6,,1.5,0.45,,1.65,,,0.54,4.65,2.1,,,2,4.95
