location,month,day,year,num,sex,TL,JAWPROJ,ROSTBH,ROSTJAW,ROSTEYE,ROSTFLIP,EYEEAR,NOTCHTOFIN,WFLUKES,NOTCHANUS,NOTCHUMBIL,NOTCHGROOVE,ANUSREPRO,HDORS,BDORS,FLIPAXIL,FLIPTIP,LFLIP,WFLIP,LHEAD,WSKULL,LSKULL,FLIPHUMER,TAILDEPTH,ROSTAXIL
south georgia,11,,1926,1208,f,26.4,,5,,,11.55,1.43,,,,,,,,,,,,,,2.85,,,,
south georgia,11,,1926,1209,m,25.5,,5.1,,,11.7,1.5,,,,,,,,,,,,,,2.96,,,,
south georgia,11,,1926,1212,m,23.4,,4.5,,,11.5,1.33,5.7,,,,,,,,,,,,,,,,,
south georgia,11,,1926,1213,m,24.45,,4.71,,,11.1,1.32,,,,,,,,,,,,,,2.8,,,,
south georgia,11,,1926,1214,m,24,,4.58,,,10.48,1.43,5.48,,,,,,,,,,,,,,,,,
south georgia,11,,1926,1215,m,24.3,,4.635,,,10.75,1.43,5.92,,,,,,,,,,,,,2.75,,,,
south georgia,11,,1926,1216,m,24.5,,4.85,,,11.4,1.3,,,,,,,,,,,,,,,,,,
south georgia,11,,1926,1217,f,18.75,,2.7,,,7.3,0.95,5.1,,,,,,,,,,,,,,,,,
south georgia,11,,1926,1218,m,23.6,,4.38,,,10.45,1.32,5.49,,,,,,,,,,,,,2.7,,,,
south georgia,11,,1926,1219,m,23.25,,4.47,,,10.4,1.25,5.66,,,,,,,,,,,,,2.63,,,,
south georgia,11,,1926,1220,f,24.95,,4.83,,,11.4,,6.2,,,,,,,,,,,,,,,,,
south georgia,11,,1926,1222,m,22.4,,4.2,,,9.6,,5.35,,,,,,,,,,,,,,,,,
south georgia,11,,1926,1223,f,25,,4.8,,,10.9,,6.1,,,,,,,,,,,,,,,,,
south georgia,11,,1926,1225,f,18.35,,2.9,,,7.6,1,4.85,,,,,,,,,,,,,,,,,
south georgia,11,,1926,1226,m,24.75,,4.58,,,11.07,1,,,,,,,,,,,,,,,,,,
south georgia,11,,1926,1227,f,24.9,,4.46,,,11.3,1.47,,,,,,,,,,,,,,2.73,,,,
south georgia,11,,1926,1228,m,25,,4.73,,,10.83,1.42,6.15,,,,,,,,,,,,,,,,,
south georgia,11,,1926,1229,m,23.7,,3.9,,,10.2,1.25,6.2,,,,,,,,,,,,,,,,,
south georgia,11,,1926,1230,m,24.8,,4.55,,,10.68,1.33,,,,,,,,,,,,,,2.69,,,,
south georgia,11,,1926,1232,m,24.85,,4.6,,,10.8,1.45,5.76,,,,,,,,,,,,,,,,,
south georgia,11,,1926,1233,m,23.1,,4.03,,,9.48,,,,,,,,,,,,,,,2.71,,,,
south georgia,11,,1926,1234,m,20.85,,3.5,,,8.46,1.13,5.28,,,,,,,,,,,,,,,,,
south georgia,11,,1926,1236,f,25.4,,5.04,,,11.14,1.32,4.92,,,,,,,,,,,,,,,,,
south georgia,11,,1926,1237,f,21.1,,3.56,,,9.1,,,,,,,,,,,,,,,2.42,,,,
south georgia,11,,1926,1238,m,24.2,,4.68,,,11,1.41,5.65,,,,,,,,,,,,,3.01,,,,
south georgia,11,,1926,1239,m,24.2,,4.71,,,10.9,1.41,5.2,,,,,,,,,,,,,,,,,
south georgia,12,,1926,1240,f,26.3,,5.25,,,12.35,1.43,,,,,,,,,,,,,,,,,,
south georgia,12,,1926,1241,f,26.9,,5.1,,,12.4,1.49,6.15,,,,,,,,,,,,,3,,,,
south georgia,12,,1926,1242,m,25.35,,4.7,,,10.9,1.4,,,,,,,,,,,,,,2.85,,,,
south georgia,12,,1926,1243,m,25,,4.75,,,10.75,1.3,,,,,,,,,,,,,,2.9,,,,
south georgia,12,,1926,1244,f,21,,4.07,,,9.3,1.15,5.1,,,,,,,,,,,,,2.48,,,,
south georgia,12,,1926,1245,m,24.7,,4.65,,,11,1.3,5.6,,,,,,,,,,,,,,,,,
south georgia,12,,1926,1246,f,25.1,,4.7,,,11.45,1.3,5.6,,,,,,,,,,,,,,,,,
south georgia,12,,1926,1247,f,23.15,,4.52,,,10.15,,,,,,,,,,,,,,,2.68,,,,
south georgia,12,,1926,1248,f,26,,5.18,,,12.01,1.5,6.08,,,,,,,,,,,,,,,,,
south georgia,12,,1926,1249,m,25.65,,4.98,,,11.57,1.39,5.75,,,,,,,,,,,,,,,,,
south georgia,12,,1926,1250,m,24.4,,4.82,,,10.82,1.31,6.22,,,,,,,,,,,,,,,,,
south georgia,12,,1926,1251,m,22,,3.78,,,9.05,1.15,,,,,,,,,,,,,,2.4,,,,
south georgia,12,,1926,1252,f,26.2,,5.05,,,11.5,1.27,6.45,,,,,,,,,,,,,,,,,
south georgia,12,,1926,1253,f,25.45,,4.9,,,11.05,1.37,6.22,,,,,,,,,,,,,,,,,
south georgia,12,,1926,1254,m,24.2,,4.93,,,9.2,1.43,5.64,,,,,,,,,,,,,,,,,
south georgia,12,,1926,1255,f,24.9,,4.88,,,10.97,,5.74,,,,,,,,,,,,,3,,,,
south georgia,12,,1926,1256,m,23.95,,4.57,,,10.83,1.24,6.11,,,,,,,,,,,,,,,,,
south georgia,12,,1926,1257,f,26.4,,4.84,,,11.65,1.47,,,,,,,,,,,,,,,,,,
south georgia,12,,1926,1258,m,25.17,,5.19,,,11.66,1.48,,,,,,,,,,,,,,3,,,,
south georgia,12,,1926,1259,f,23.95,,4.49,,,10.1,1.29,5.78,,,,,,,,,,,,,,,,,
south georgia,12,,1926,1260,f,26.6,,5.2,,,,1.4,,,,,,,,,,,,,,2.85,,,,
south georgia,12,,1926,1261,f,25.7,,5,,,11.55,1.42,6.1,,,,,,,,,,,,,,,,,
south georgia,12,,1926,1262,m,25.35,,4.71,,,11.6,,,,,,,,,,,,,,,2.9,,,,
south georgia,12,,1926,1263,m,24.65,,4.69,,,10.95,1.27,5.91,,,,,,,,,,,,,,,,,
south georgia,12,,1926,1264,m,22.72,,4.54,,,10.52,1.33,,,,,,,,,,,,,,,,,,
south georgia,12,,1926,1265,m,24.3,,4.75,,,11.1,1.43,5.71,,,,,,,,,,,,,2.7,,,,
south georgia,12,,1926,1266,m,24.93,,5,,,10.75,1.39,6.24,,,,,,,,,,,,,,,,,
south georgia,12,,1926,1267,f,23,,4.3,,,9.96,,,,,,,,,,,,,,,2.69,,,,
south georgia,12,,1926,1268,m,25.42,,4.53,,,11.1,,,,,,,,,,,,,,,2.76,,,,
south georgia,12,,1926,1269,m,25.28,,4.87,,,11.21,1.5,6.03,,,,,,,,,,,,,,,,,
south georgia,12,,1926,1271,m,26.15,,4.74,,,11.66,1.43,,,,,,,,,,,,,,2.84,,,,
south georgia,12,,1926,1272,m,24,,4.7,,,10.59,1.39,5.8,,,,,,,,,,,,,2.8,,,,
south georgia,12,,1926,1273,m,24.36,,4.21,,,10.57,1.32,,,,,,,,,,,,,,2.98,,,,
south georgia,12,,1926,1274,f,26.1,,4.61,,,10.8,1.28,6.68,,,,,,,,,,,,,2.78,,,,
south georgia,12,,1926,1275,m,24.68,,4.82,,,11.45,1.42,5.24,,,,,,,,,,,,,2.84,,,,
south georgia,12,,1926,1276,f,23.3,,4.17,,,9.95,1.13,,,,,,,,,,,,,,,,,,
south georgia,12,,1926,1277,f,23.18,,3.82,,,9.84,1.22,5.98,,,,,,,,,,,,,,,,,
south georgia,12,,1926,1278,m,24.4,,,,,,,,,,,,,,,,,,,,,,,,
south georgia,12,,1926,1279,f,25.7,,5.1,,,,1.5,5.7,,,,,,,,,,,,,,,,,
south georgia,12,,1926,1280,f,25.68,,5.06,,,11.35,1.32,,,,,,,,,,,,,,2.61,,,,
south georgia,12,,1926,1281,f,28.2,,5.55,,,12.64,1.54,6.5,,,,,,,,,,,,,3.31,,,,
south georgia,12,,1926,1282,m,24.44,,5.03,,,11.47,1.45,5.99,,,,,,,,,,,,,,,,,
south georgia,12,,1926,1283,m,24.7,,4.63,,,11.82,1.34,6.05,,,,,,,,,,,,,,,,,
south georgia,12,,1926,1284,f,25.3,,5.19,,,11.5,,5.95,,,,,,,,,,,,,2.97,,,,
south georgia,12,,1926,1285,m,24.5,,4.54,,,11.05,1.27,,,,,,,,,,,,,,,,,,
south georgia,12,,1926,1287,m,25.15,,4.55,,,10.75,1.27,,,,,,,,,,,,,,,,,,
south georgia,12,,1926,1288,m,24.2,,4.72,,,11.06,1.22,5.71,,,,,,,,,,,,,2.73,,,,
south georgia,12,,1926,1289,m,24.47,,4.78,,,11.25,1.4,6.07,,,,,,,,,,,,,,,,,
south georgia,12,,1926,1290,f,27,,5.04,,,,1.34,6.4,,,,,,,,,,,,,,,,,
south georgia,12,,1926,1291,m,24.5,,4.8,,,10.95,1.41,,,,,,,,,,,,,,,,,,
south georgia,12,,1926,1293,m,23.63,,4.35,,,10.4,1.4,5.71,,,,,,,,,,,,,,,,,
south georgia,12,,1926,1294,f,24.5,,4.4,,,10.7,,,,,,,,,,,,,,,2.6,,,,
south georgia,12,,1926,1295,m,23.75,,4.3,,,10.3,,,,,,,,,,,,,,,2.6,,,,
south georgia,12,,1926,1296,m,21.55,,3.55,,,8.8,,,,,,,,,,,,,,,,,,,
south georgia,12,,1926,1298,f,25.95,,,,,11.6,,,,,,,,,,,,,,,,,,,
south georgia,12,,1926,1299,f,25.6,,4.92,,,11.4,1.44,5.25,,,,,,,,,,,,,,,,,
south georgia,12,,1926,1300,m,25.35,,4.9,,,11.3,,,,,,,,,,,,,,,,,,,
south georgia,12,,1926,1301,f,26,,4.75,,,11.8,1.43,,,,,,,,,,,,,,2.8,,,,
south georgia,12,,1926,1302,m,24.5,,4.6,,,11,1.35,6,,,,,,,,,,,,,,,,,
south georgia,12,,1926,1303,f,25.3,,4.9,,,10.55,1.3,,,,,,,,,,,,,,2.96,,,,
south georgia,12,,1926,1304,m,26.45,,4.9,,,11.6,1.38,6.7,,,,,,,,,,,,,,,,,
south georgia,12,,1926,1305,m,23.75,,4.65,,,10.65,1.35,5.4,,,,,,,,,,,,,2.8,,,,
south georgia,12,,1926,1306,f,25.4,,4.9,,,11,1.4,6.8,,,,,,,,,,,,,2.91,,,,
south georgia,12,,1926,1307,f,25.65,,4.85,,,11.7,1.3,6.25,,,,,,,,,,,,,,,,,
south georgia,12,,1926,1308,f,25.6,,5.1,,,11.65,1.49,5.9,,,,,,,,,,,,,3.3,,,,
south georgia,12,,1926,1309,m,23,,3.8,,,9.4,0.62,,,,,,,,,,,,,,2.75,,,,
south georgia,12,,1926,1310,f,25.8,,5.4,,,11.9,,5.6,,,,,,,,,,,,,,,,,
south georgia,12,,1926,1311,f,25.2,,4.3,,,11,1.4,,,,,,,,,,,,,,3,,,,
south georgia,12,,1926,1312,m,24.3,,4.8,,,11,,,,,,,,,,,,,,,3,,,,
south georgia,12,,1926,1313,f,19.45,,3.25,,,8.1,1,5.22,,,,,,,,,,,,,2.35,,,,
south georgia,12,,1926,1314,m,22.35,,4.4,,,10,1.35,5.05,,,,,,,,,,,,,,,,,
south georgia,12,,1926,1315,m,23,,4.15,,,10.2,1.22,5.55,,,,,,,,,,,,,2.65,,,,
south georgia,12,,1926,1316,f,26.65,,5.32,,,12.13,1.45,,,,,,,,,,,,,,2.9,,,,
south georgia,12,,1926,1317,f,26,,5.3,,,11.89,1.32,5.95,,,,,,,,,,,,,,,,,
south georgia,12,,1926,1318,m,25.1,,,,,,1.3,5.75,,,,,,,,,,,,,,,,,
south georgia,12,,1926,1319,m,24.14,,4.4,,,10.5,1.32,,,,,,,,,,,,,,2.7,,,,
south georgia,12,,1926,1320,f,26.9,,5.25,,,,,,,,,,,,,,,,,,,,,,
south georgia,12,,1926,1321,m,24.2,,4.65,,,10,1.32,5.9,,,,,,,,,,,,,2.9,,,,
south georgia,12,,1926,1322,m,24.75,,4.6,,,,1.4,,,,,,,,,,,,,,,,,,
south georgia,12,,1926,1323,f,26.05,,5.2,,,10.8,,6.2,,,,,,,,,,,,,3.1,,,,
south georgia,12,,1926,1324,m,24.55,,4.3,,,10,1.3,5.98,,,,,,,,,,,,,2.7,,,,
south georgia,12,,1926,1325,m,24.8,,4.75,,,10.6,1.35,,,,,,,,,,,,,,3.1,,,,
south georgia,12,,1926,1326,m,23.6,,4.45,,,10.4,1.45,6.3,,,,,,,,,,,,,2.9,,,,
south georgia,12,,1926,1327,f,26.7,,4.8,,,11.8,1.45,,,,,,,,,,,,,,,,,,
south georgia,12,,1926,1328,m,23.9,,4.1,,,10.4,1.29,5.95,,,,,,,,,,,,,2.95,,,,
south georgia,12,,1926,1329,m,24.75,,4.7,,,11.22,1.37,,,,,,,,,,,,,,,,,,
south georgia,12,,1926,1330,m,25,,,,,,,5.55,,,,,,,,,,,,,,,,,
south georgia,12,,1926,1331,f,22.75,,4.05,,,9.6,1.17,,,,,,,,,,,,,,,,,,
south georgia,12,,1926,1332,m,23.55,,4.6,,,11.3,1.35,5.9,,,,,,,,,,,,,,,,,
south georgia,12,,1926,1333,m,26,,5.3,,,,1.5,,,,,,,,,,,,,,,,,,
south georgia,1,,1927,1334,f,24.9,,4.45,,,11.1,1.3,5.95,,,,,,,,,,,,,3.2,,,,
south georgia,1,,1927,1335,f,25.75,,4.8,,,11.2,1,5.9,,,,,,,,,,,,,,,,,
south georgia,1,,1927,1336,f,25.9,,5.15,,,10.9,,,,,,,,,,,,,,,3.3,,,,
south georgia,1,,1927,1337,f,25.6,,4.5,,,11,1.32,5.7,,,,,,,,,,,,,2.86,,,,
south georgia,1,,1927,1339,m,22.65,,4.15,,,0.945,,6.35,,,,,,,,,,,,,2.66,,,,
south georgia,1,,1927,1340,m,25.8,,5.25,,,11.35,,,,,,,,,,,,,,,,,,,
south georgia,1,,1927,1341,m,25.4,,,,,,1.37,,,,,,,,,,,,,,,,,,
south georgia,1,,1927,1342,f,23.9,,4.2,,,10.35,1.28,6.4,,,,,,,,,,,,,2.7,,,,
south georgia,1,,1927,1343,f,26.4,,4.75,,,,1.4,,,,,,,,,,,,,,2.5,,,,
south georgia,1,,1927,1344,m,24.85,,4.5,,,10.75,,5.45,,,,,,,,,,,,,,,,,
south georgia,1,,1927,1345,m,22.75,,,,,,1.38,5.75,,,,,,,,,,,,,,,,,
south georgia,1,,1927,1346,f,26.15,,4.75,,,10.7,1.4,5.6,,,,,,,,,,,,,3.1,,,,
south georgia,1,,1927,1347,f,21.7,,3.6,,,8.9,1.2,6,,,,,,,,,,,,,2.5,,,,
south georgia,1,,1927,1348,f,26.1,,5,,,11.2,,,,,,,,,,,,,,,,,,,
south georgia,1,,1927,1349,f,22.9,,4.5,,,,1.24,,,,,,,,,,,,,,2.8,,,,
south georgia,1,,1927,1350,m,23.05,,4.5,,,,1.3,5.4,,,,,,,,,,,,,2.65,,,,
south georgia,1,,1927,1351,m,24.9,,5,,,,1.44,6.05,,,,,,,,,,,,,2.75,,,,
south georgia,1,,1927,1352,f,22.4,,4.2,,,9.7,1.23,5.35,,,,,,,,,,,,,,,,,
south georgia,1,,1927,1353,f,25.2,,4.5,,,11.25,1.25,,,,,,,,,,,,,,2.86,,,,
south georgia,1,,1927,1355,f,23.4,,4.1,,,10.35,,5.9,,,,,,,,,,,,,2.45,,,,
south georgia,1,,1927,1356,m,24.9,,4.3,,,11.1,1.35,,,,,,,,,,,,,,,,,,
south georgia,1,,1927,1359,f,25.35,,4.75,,,10.9,1.4,6,,,,,,,,,,,,,,,,,
south georgia,1,,1927,1360,f,24.5,,4.7,,,10.7,1.3,5.63,,,,,,,,,,,,,2.9,,,,
south georgia,1,,1927,1361,f,26.05,,5,,,11.75,1.45,6.05,,,,,,,,,,,,,,,,,
south georgia,1,,1927,1362,m,19.1,,4,,,7.95,1.07,,,,,,,,,,,,,,2.3,,,,
south georgia,1,,1927,1363,f,25.85,,4.6,,,11.2,1.35,6.5,,,,,,,,,,,,,3.2,,,,
south georgia,1,,1927,1364,m,23.5,,4.25,,,10.3,1.35,,,,,,,,,,,,,,2.4,,,,
south georgia,1,,1927,1366,f,24.4,,4.25,,,10.3,1.3,6.15,,,,,,,,,,,,,2.6,,,,
south georgia,1,,1927,1367,f,26.2,,5.1,,,11.2,1.35,6.35,,,,,,,,,,,,,,,,,
south georgia,1,,1927,1368,f,26.2,,4.65,,,10.9,1.25,6.15,,,,,,,,,,,,,3,,,,
south georgia,1,,1927,1373,f,26.15,,5.4,,,11.1,1.45,,,,,,,,,,,,,,3.2,,,,
south georgia,1,,1927,1374,m,25.5,,4.2,,,10.6,1.35,6,,,,,,,,,,,,,3.1,,,,
south georgia,1,,1927,1375,f,20.9,,3.5,,,9.1,1.07,,,,,,,,,,,,,,2.45,,,,
south georgia,1,,1927,1376,m,18.9,,2.8,,,7.6,1.02,4.85,,,,,,,,,,,,,2.12,,,,
south georgia,1,,1927,1378,f,26,,4.75,,,11.2,1.33,5.85,,,,,,,,,,,,,,,,,
south georgia,1,,1927,1379,m,17.55,,2.85,,,7.3,0.96,4.5,,,,,,,,,,,,,,,,,
south georgia,1,,1927,1380,f,26.6,,5.2,,,12,1.4,,,,,,,,,,,,,,,,,,
south georgia,1,,1927,1382,m,20.3,,3.1,,,7.95,1.05,5.4,,,,,,,,,,,,,,,,,
south georgia,1,,1927,1383,f,25.65,,,,,,1.35,,,,,,,,,,,,,,,,,,
south georgia,1,,1927,1384,m,20.8,,3.7,,,9.1,1.12,,,,,,,,,,,,,,,,,,
south georgia,1,,1927,1385,f,26.3,,5.1,,,,,6.1,,,,,,,,,,,,,,,,,
south georgia,1,,1927,1386,m,24.7,,4.2,,,10.8,1.35,,,,,,,,,,,,,,3.05,,,,
south georgia,1,,1927,1387,m,22.3,,3.85,,,9.25,1.25,5.4,,,,,,,,,,,,,2.75,,,,
south georgia,1,,1927,1388,m,25.2,,4.5,,,10.2,1.32,5.8,,,,,,,,,,,,,,,,,
south georgia,1,,1927,1389,f,27.45,,4.45,,,11.7,1.38,,,,,,,,,,,,,,3.2,,,,
south georgia,1,,1927,1390,m,22.8,,3.9,,,9.1,1.14,,,,,,,,,,,,,,2.6,,,,
south georgia,1,,1927,1395,m,25,,4.6,,,,1.23,5.9,,,,,,,,,,,,,,,,,
south georgia,1,,1927,1396,m,19.25,,2.9,,,8.05,0.97,,,,,,,,,,,,,,2.25,,,,
south georgia,1,,1927,1397,f,27.75,,5.2,,,11.9,1.64,6.8,,,,,,,,,,,,,3.2,,,,
south georgia,1,,1927,1402,m,24,,,,,,,,,,,,,,,,,,,,,,,,
south georgia,1,,1927,1403,m,25.2,,4.65,,,10.4,1.3,5.7,,,,,,,,,,,,,2.95,,,,
south georgia,1,,1927,1405,f,19.2,,2.9,,,8.3,1,5.03,,,,,,,,,,,,,2.2,,,,
south georgia,1,,1927,1406,f,25.3,,4.9,,,10.9,1.3,,,,,,,,,,,,,,3.15,,,,
south georgia,1,,1927,1407,m,24,,4.3,,,10.4,1.5,5.55,,,,,,,,,,,,,2.85,,,,
south georgia,1,,1927,1408,f,23.1,,3.9,,,9.95,1.27,5.62,,,,,,,,,,,,,2.7,,,,
south georgia,1,,1927,1409,f,24.5,,,,,11.4,1.34,,,,,,,,,,,,,,2.85,,,,
south georgia,1,,1927,1410,m,22.6,,4,,,9.45,1.29,5.5,,,,,,,,,,,,,,,,,
south georgia,1,,1927,1411,f,25.7,,4.55,,,11,1.5,5.8,,,,,,,,,,,,,2.95,,,,
south georgia,1,,1927,1412,m,18.45,,2.95,,,7.65,,4.4,,,,,,,,,,,,,,,,,
south georgia,1,,1927,1417,f,28,,5.25,,,11.4,1.46,,,,,,,,,,,,,,3.3,,,,
south georgia,1,,1927,1418,f,26.5,,4.9,,,11.4,1.35,6.15,,,,,,,,,,,,,2.8,,,,
south georgia,1,,1927,1419,f,25.25,,4.75,,,11.05,1.35,,,,,,,,,,,,,,2.9,,,,
south georgia,1,,1927,1420,m,23.9,,4.45,,,10.5,1.2,5.3,,,,,,,,,,,,,2.8,,,,
south georgia,1,,1927,1421,m,22.95,,4.3,,,10.5,1.28,5.3,,,,,,,,,,,,,,,,,
south georgia,1,,1927,1422,f,25.1,,4.65,,,,1.4,6.15,,,,,,,,,,,,,,,,,
south georgia,1,,1927,1423,f,26.1,,5.3,,,12.05,1.47,5.95,,,,,,,,,,,,,,,,,
south georgia,1,,1927,1424,m,23.9,,4.6,,,,1.3,,,,,,,,,,,,,,,,,,
south georgia,1,,1927,1425,f,25.7,,4.9,,,11.6,1.45,,,,,,,,,,,,,,3.15,,,,
south georgia,1,,1927,1426,m,25.4,,4.9,,,11,1.55,5.6,,,,,,,,,,,,,3.2,,,,
south georgia,1,,1927,1427,f,25.6,,4.6,,,11.35,1.4,,,,,,,,,,,,,,2.9,,,,
south georgia,1,,1927,1428,m,23.7,,4,,,10,1.37,5.4,,,,,,,,,,,,,2.55,,,,
south georgia,1,,1927,1429,f,22.55,,3.75,,,9.5,1.17,5.5,,,,,,,,,,,,,2.65,,,,
south georgia,1,,1927,1430,m,23.8,,4.1,,,10.2,1.24,5.35,,,,,,,,,,,,,2.75,,,,
south georgia,1,,1927,1431,m,25.35,,4.7,,,11,1.25,5.56,,,,,,,,,,,,,,,,,
south georgia,1,,1927,1432,f,25.65,,5,,,10.8,1.42,5.45,,,,,,,,,,,,,,,,,
south georgia,1,,1927,1434,m,19.55,,3.55,,,8.15,0.98,,,,,,,,,,,,,,,,,,
south georgia,1,,1927,1436,f,23,,4.2,,,9.9,,5.75,,,,,,,,,,,,,2.75,,,,
south georgia,1,,1927,1437,m,18.8,,2.95,,,7.75,1.17,,,,,,,,,,,,,,2.3,,,,
south georgia,1,,1927,1438,m,25,,4.9,,,11.25,1.35,6.5,,,,,,,,,,,,,2.75,,,,
south georgia,1,,1927,1439,f,26.5,,,,,,,5.9,,,,,,,,,,,,,3.1,,,,
south georgia,1,,1927,1440,f,26.15,,4.75,,,11.5,,6.2,,,,,,,,,,,,,3.1,,,,
south georgia,1,,1927,1441,f,25,,4.5,,,10.7,1.25,6.2,,,,,,,,,,,,,2.8,,,,
south georgia,1,,1927,1442,m,19.6,,3.15,,,7.9,1,,,,,,,,,,,,,,,,,,
south georgia,1,,1927,1443,m,23.25,,4.05,,,10,1.28,5.7,,,,,,,,,,,,,,,,,
south georgia,1,,1927,1444,m,23.1,,4,,,9.8,,5.8,,,,,,,,,,,,,,,,,
south georgia,1,,1927,1445,f,19.3,,3,,,7.5,1,,,,,,,,,,,,,,,,,,
south georgia,1,,1927,1446,m,23.9,,4.7,,,10.9,1.35,5.85,,,,,,,,,,,,,2.8,,,,
south georgia,1,,1927,1447,f,26.9,,5,,,,1.45,6,,,,,,,,,,,,,,,,,
south georgia,1,,1927,1448,f,26.35,,5.05,,,,,,,,,,,,,,,,,,3,,,,
south georgia,1,,1927,1449,m,23.95,,4.7,,,10.9,,,,,,,,,,,,,,,2.75,,,,
south georgia,1,,1927,1450,f,20.1,,3.75,,,8.8,1.05,5.2,,,,,,,,,,,,,,,,,
south georgia,2,,1927,1453,f,25.6,,5.2,,,11,1.41,,,,,,,,,,,,,,3,,,,
south georgia,2,,1927,1454,f,19.6,,3.3,,,8.15,1.02,5.18,,,,,,,,,,,,,2.1,,,,
south georgia,2,,1927,1455,m,23.5,,4.3,,,10.1,1.32,5.4,,,,,,,,,,,,,,,,,
south georgia,2,,1927,1457,f,18.55,,3.23,,,7.85,0.95,4.3,,,,,,,,,,,,,,,,,
south georgia,2,,1927,1458,m,23.9,,4.35,,,10.6,1.3,,,,,,,,,,,,,,2.9,,,,
south georgia,2,,1927,1459,f,25,,5,,,11.15,1.4,5.9,,,,,,,,,,,,,3,,,,
south georgia,2,,1927,1460,m,23.5,,4.4,,,9.95,1.3,5.24,,,,,,,,,,,,,2.95,,,,
south georgia,2,,1927,1461,m,17.6,,2.8,,,7.25,0.95,4.65,,,,,,,,,,,,,2.25,,,,
south georgia,2,,1927,1462,m,25.4,,4.55,,,11.35,1.26,6.3,,,,,,,,,,,,,2.8,,,,
south georgia,2,,1927,1463,f,23.7,,4.3,,,10.2,1.43,5.7,,,,,,,,,,,,,,,,,
south georgia,2,,1927,1464,f,23.4,,4.85,,,10.7,1.3,,,,,,,,,,,,,,2.7,,,,
south georgia,2,,1927,1465,f,24.6,,4.78,,,10.3,1.34,5.8,,,,,,,,,,,,,,,,,
south georgia,2,,1927,1466,m,24.8,,4.6,,,11.1,,,,,,,,,,,,,,,,,,,
south georgia,2,,1927,1467,m,20.5,,3.38,,,8.2,,,,,,,,,,,,,,,,,,,
south georgia,2,,1927,1468,f,25.55,,,,,,,,,,,,,,,,,,,,,,,,
south georgia,2,,1927,1470,m,22.5,,3.15,,,,1.05,5.1,,,,,,,,,,,,,2.25,,,,
south georgia,2,,1927,1471,f,25.5,,4.85,,,11.3,1.35,5.5,,,,,,,,,,,,,2.8,,,,
south georgia,2,,1927,1472,m,22,,3.85,,,9.6,,5.4,,,,,,,,,,,,,2.7,,,,
south georgia,2,,1927,1473,m,17.5,,2.9,,,7.15,0.86,4.43,,,,,,,,,,,,,,,,,
south georgia,2,,1927,1477,m,19.1,,2.85,,,7.6,,4.65,,,,,,,,,,,,,,,,,
south georgia,2,,1927,1478,f,17.9,,3.08,,,7.4,0.91,4.4,,,,,,,,,,,,,,,,,
south georgia,2,,1927,1479,f,27.6,,5.22,,,11.7,1.44,,,,,,,,,,,,,,2.96,,,,
south georgia,2,,1927,1480,m,23.1,,4.45,,,10.3,1.23,5.1,,,,,,,,,,,,,2.86,,,,
south georgia,2,,1927,1481,f,26.5,,5.25,,,12.1,1.5,6.45,,,,,,,,,,,,,3.4,,,,
south georgia,2,,1927,1482,f,23.4,,4.1,,,9.95,1.15,5.75,,,,,,,,,,,,,2.7,,,,
south georgia,2,,1927,1483,m,23.3,,4.4,,,10.3,1.26,5.5,,,,,,,,,,,,,,,,,
south georgia,2,,1927,1484,m,21.5,,3.63,,,8.8,1.13,5.3,,,,,,,,,,,,,2.6,,,,
south georgia,2,,1927,1486,f,22.7,,4,,,9.4,1.24,5.5,,,,,,,,,,,,,2.54,,,,
south georgia,2,,1927,1491,f,20.3,,3.3,,,8.2,0.95,5.1,,,,,,,,,,,,,2.2,,,,
south georgia,2,,1927,1493,f,26.1,,5.08,,,,,,,,,,,,,,,,,,3.2,,,,
south georgia,2,,1927,1494,f,27.7,,5,,,9.25,1.45,6.87,,,,,,,,,,,,,3.05,,,,
south georgia,2,,1927,1495,f,19,,2.65,,,5.4,0.89,5.2,,,,,,,,,,,,,,,,,
south georgia,2,,1927,1496,f,22.5,,3.8,,,9.3,1.12,5.1,,,,,,,,,,,,,2.6,,,,
south georgia,2,,1927,1497,f,24.3,,4.65,,,10.5,1.3,5.75,,,,,,,,,,,,,2.8,,,,
south georgia,2,,1927,1503,f,17.1,,2.65,,,,0.91,4.3,,,,,,,,,,,,,,,,,
south georgia,2,,1927,1504,m,20.4,,3.6,,,8.95,1.1,5.5,,,,,,,,,,,,,,,,,
south georgia,2,,1927,1508,m,25.15,,4.6,,,10.7,1.29,,,,,,,,,,,,,,2.9,,,,
south georgia,2,,1927,1509,f,21.25,,3.7,,,9.15,1.12,,,,,,,,,,,,,,2.7,,,,
south georgia,2,,1927,1512,f,25,,,,,10.8,,,,,,,,,,,,,,,2.88,,,,
south georgia,2,,1927,1514,m,17.85,,2.73,,,7.3,0.97,5.06,,,,,,,,,,,,,2.07,,,,
south georgia,2,,1927,1517,f,19.4,,3.15,,,7.93,0.97,5.2,,,,,,,,,,,,,2.38,,,,
south georgia,2,,1927,1520,m,25.3,,4.6,,,10.5,1.33,5.9,,,,,,,,,,,,,3,,,,
south georgia,3,,1927,1525,f,25.5,,4.8,,,11.3,1.38,6.35,,,,,,,,,,,,,3.15,,,,
south georgia,3,,1927,1532,m,20.05,,3.05,,,8,1.07,5.3,,,,,,,,,,,,,,,,,
